ruc	razon_social	tipo_empresa	estado_sunat	condicion_sunat	departamento	provincia	distrito	telefono	email	codigo_registro	fecha_consulta
20365575674	COMUNIDAD CAMPESINA SAN ANTONIO DE RANCAS	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	PASCO	PASCO	SIMON BOLIVAR			S2209855	2026-09-20T01:43:21.108Z
20393152207	COOPERATIVA AGRO INDUSTRIAL APCTVASH	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	PADRE ABAD	061-794794		S0490351	2026-09-20T01:43:21.108Z
20393415062	ASOCIACION AGROINDUSTRIAS PROGRESO	ASOCIACION	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	PADRE ABAD	981676442	FVARASCOMITIVOS@MAIL.COM	B0788802	2026-09-20T01:43:21.108Z
20393449471	CENTRO UNICO DE AGRICULTORES PLATANEROS DE LA PROVINCIA DE PADRE ABAD	ASOCIACION	BAJA DE OFICIO	HABIDO	UCAYALI	PADRE ABAD	PADRE ABAD	061-961956251		S0433032	2026-09-20T01:43:21.108Z
20393972000	ASOCIACION DE MUJERES EMPRENDEDORAS FLOR DE BOQUERON	ASOCIACION	ACTIVO	HABIDO	UCAYALI	PADRE ABAD	BOQUERON	937440761	godoyyanac@gmail.com	S1555602	2026-09-20T01:43:21.108Z
20393981173	ASOCIACION DE PRODUCTORES AGRARIOS SANTA ELENA	ASOCIACION	ACTIVO	HABIDO	UCAYALI	CORONEL PORTILLO	CALLERIA			S0846945	2026-09-20T01:43:21.108Z
20402648504	COOPERATIVA AGRARIA KIVINAKI	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	CHANCHAMAYO	PERENE			S0750480	2026-09-20T01:43:21.108Z
20404057805	COOPERATIVA AGRARIA ACOPAGRO LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	SAN MARTIN	MARISCAL CACERES	JUANJUI	042545190	contabilidad@acopagro.com.pe	S0631562	2026-09-20T01:42:58.155Z
20406542671	SOCIEDAD PERUANA DE CRIADORES DE ALPACAS Y LLAMAS DE MACUSANI	ASOCIACION	ACTIVO	HABIDO	PUNO	CARABAYA	MACUSANI			S1746405	2026-09-20T01:43:21.108Z
20407808666	COOPERATIVA AGRARIA PURIFOR - COOP PURIFOR	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	ANCASH	BOLOGNESI	COLQUIOC	985747811	COOPPURIFOR@GMAIL.COM	S2073812	2026-09-20T01:43:21.108Z
20447688281	SOCIEDAD PERUANA DE CRIADORES DE ALPACAS Y LLAMAS DE PARATIA	ASOCIACION	ACTIVO	HABIDO	PUNO	LAMPA	PARATIA	332522	CONTABLECIA@OUTLOOK.COM	S0737671	2026-09-20T01:43:21.108Z
20447888701	COOPERATIVA AGRARIA INDUSTRIAL SAN GABAN LTDA.	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PUNO	CARABAYA	SAN GABAN	051331522	anibal_bk3@hotmail.com	S0657969	2026-09-20T01:43:21.108Z
20448031358	ASOCIACION DE PRODUCTORES DE PAPAYA ANDINA ORGÁNICA DE LA PROVINCIA DE SANDIA	ASOCIACION	BAJA DE OFICIO	NO HABIDO	PUNO	SANDIA	SANDIA			S2194874	2026-09-20T01:43:21.108Z
20448277781	COOPERATIVA AGRARIA INDUSTRIALIZADA CABANA LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PUNO	SAN ROMAN	CABANA	980278888	coopain.tesoreria@gmail.com	S1070803	2026-09-20T01:43:21.108Z
20449558902	ASOCIACION CIVIL DE MANTENIMIENTO VIAL Y DESARROLLO AGROPECUARIO CALVARIO	ASOCIACION	ACTIVO	HABIDO	AYACUCHO	LA MAR	SAN MIGUEL	966630480	gpg1956@hotmail.com	S0125910	2026-09-20T01:43:21.108Z
20452774705	COOPERATIVA AGRARIA CACAO VRAE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	CUSCO	LA CONVENCION	KIMBIRI	921060381	COOPERATIVACACAOVRAE@GMAIL.COM	S0645093	2026-09-20T01:43:21.108Z
20455129321	ASOCIACIÓN DE CRIADORES DE ALPACAS DEL DISTRITO DE SIBAYO ASCADIS	ASOCIACION	BAJA PROV. POR OFICIO	NO HABIDO	AREQUIPA	CAYLLOMA	SIBAYO			S1663828	2026-09-20T01:43:21.108Z
20479728501	ASOCIACION AGROPECUARIA DE MOLINOPAMPA	ASOCIACION	ACTIVO	HABIDO	AMAZONAS	CHACHAPOYAS	MOLINOPAMPA	041-478026	JULY_1@HOTMAIL.COM	S0003285	2026-09-20T01:43:21.108Z
20479856258	ASOCIACION DE PRODUCTORES AGROPECUARIOS LUIS SOLIBARRIA	ASOCIACION	BAJA DE OFICIO	HABIDO	AMAZONAS	UTCUBAMBA	BAGUA GRANDE	941922277	vmcampos_2@hotmail.com	B0003863	2026-09-20T01:43:21.108Z
20480118295	ASOCIACION DE PRODUCTORES AGROPECUARIOS SANTO TOMAS	ASOCIACION	ACTIVO	HABIDO	AMAZONAS	LUYA	SANTO TOMAS	945205853	marbelith_yo@hotmail.com	S1580111	2026-09-20T01:43:21.108Z
20480458550	COOPERATIVA AGRARIA APROCAM	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AMAZONAS	BAGUA	BAGUA	943 813 290	CERTIFICACIONES.APROCAM@GMAIL.COM	S1846386	2026-09-20T01:43:21.108Z
20481929122	ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS PERLA DEL PARAISO	ASOCIACION	ACTIVO	HABIDO	LA LIBERTAD	OTUZCO	AGALLPAMPA	987771691	ab-luis@hotmail.com	S0867961	2026-09-20T01:43:21.108Z
20482423320	ASOCIACION DE PRODUCTORES AGROINDUSTRIALES SANTA ROSA	ASOCIACION	BAJA DE OFICIO	HABIDO	LA LIBERTAD	OTUZCO	OTUZCO	949704968	apasanta_rosacaupar@yahoo.com	S0863797	2026-09-20T01:43:21.108Z
20486217830	COMUNIDAD CAMPESINA DE SANTA BARBARA	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	HUANCAVELICA	HUANCAVELICA	HUANCAVELICA	954474824	chahuayo_d@hotmail.com	S0831285	2026-09-20T01:43:21.108Z
20486668335	COOPERATIVA AGROINDUSTRIAL SONOMORO LTDA	COOPERATIVAS, SAIS, CAPS	SUSPENSION TEMPORAL	HABIDO	JUNIN	SATIPO	PANGOA	964557158	CAISONOMORO1@HOTMail.com	S1522292	2026-09-20T01:43:21.108Z
20486973219	COOPERATIVA AGRARIA SONOMORO DEL VRAEM LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	SATIPO	PANGOA			S3021823	2026-09-20T01:43:21.108Z
20487226875	ORGANIZACION CENTRAL DE PRODUCTORES DE GRANADILLAS ESPECIALES DE LA PROVINCIA DE OXAPAMPA-PASCO	ASOCIACION	ACTIVO	HABIDO	PASCO	OXAPAMPA	OXAPAMPA	462339	dapaucar@hotmail.com	S0776139	2026-09-20T01:43:21.108Z
20487242994	COOPERATIVA AGRARIA ECOLOGICA CACAOTERA VALLE RIO ENE - COOPAVRE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	SATIPO	SATIPO	064-545681	COOPAVRE2010@YAHOO.COM.PE	S0644488	2026-09-20T01:43:21.108Z
20487558363	ASOCIACION DE PRODUCTORES DE BAMBU RIO MARAÑON	ASOCIACION	ACTIVO	HABIDO	AMAZONAS	BAGUA	ARAMANGO			S2958164	2026-09-20T01:43:21.108Z
20487589242	ASOCIACION PRODUCTORES AGROPECUARIOS CERRO NEGRO	ASOCIACION	BAJA DE OFICIO	HABIDO	LAMBAYEQUE	FERREÑAFE	INCAHUASI	942874476	carmela_1969@hotmail.com	S1445116	2026-09-20T01:43:21.108Z
20489293898	COMUNIDAD CAMPESINA DE CHINCHE TINGO	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	PASCO	DANIEL ALCIDES CARRION	YANAHUANCA	985181478	aldoem_cpc23300@hotmail.com	S0375912	2026-09-20T01:43:21.108Z
20490195301	ASOCIACION DE MUJERES PRODUCTORAS SANTO DOMINGO TALLARIN DE CASA	ASOCIACION	ACTIVO	HABIDO	APURIMAC	ABANCAY	ABANCAY	083-983677041	edibarajase@hotmail.com	S0563781	2026-09-20T01:43:21.108Z
20490415603	EJECUTOR DE CONTRATO DE ADMINISTRACION DE LA RESERVA COMUNAL AMARAKAERI - ECA AMARAKAERI	ASOCIACION	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	TAMBOPATA	082502509	administracion@amarakaeri.org	S1845854	2026-09-20T01:43:21.108Z
20490790447	COOPERATIVA SERVICIOS ESPECIALES DE LAS COMUNIDADES CAMPESINAS DE CHUMBIVILCAS LTDA - COOSE - CCCH	COOPERATIVAS, SAIS, CAPS	SUSPENSION TEMPORAL	NO HABIDO	CUSCO	CHUMBIVILCAS	SANTO TOMAS	9663427779	aleva_1919@hotmail.com	S0657971	2026-09-20T01:43:21.108Z
20490810146	COOPERATIVA AGRARIA MACHUPICCHU LTDA - CAGMA LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	APURIMAC	ANDAHUAYLAS	SAN JERONIMO			S2020690	2026-09-20T01:43:21.108Z
20490989871	ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS TUPAC AMARU - TUNGASUCA	ASOCIACION	ACTIVO	HABIDO	CUSCO	CANAS	TUPAC AMARU			S1580037	2026-09-20T01:43:21.108Z
20491050960	COOPERATIVA AGRARIA INDUSTRIAL DEL VALLE SAGRADO AGROVAS LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	CUSCO	CALCA	CALCA	084-224772	AGROVAS.CUSCO@GMAIL.COM	S1245571	2026-09-20T01:43:21.108Z
20491086727	ASOCIACION DE PEQUEÑOS PRODUCTORES AGROPECUARIOS Y FORESTALES ORGANICOS ITAHUANIA - MANU	ASOCIACION	BAJA DE OFICIO	HABIDO	MADRE DE DIOS	MANU	MANU	082830674	fortunatoqg1960@hotmail.com	S0963860	2026-09-20T01:43:21.108Z
20491204436	COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES TESORO CHANKA DE KISHUARA - COOPAGROS - KISHUARA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	APURIMAC	ANDAHUAYLAS	KISHUARA	961613060	asotol25@hotmail.com	S1188764	2026-09-20T01:43:21.108Z
20493959574	COOPERATIVA AGRARIA DE SERVICIOS MUJERES TECNOLOGAS CACAOTERAS DE LA PROVINCIA DE HUALLAGA LTDA	COOPERATIVAS, SAIS, CAPS	SUSPENSION TEMPORAL	HABIDO	SAN MARTIN	HUALLAGA	SAPOSOA	996803584	warmitech@hotmail.com	S0653742	2026-09-20T01:43:21.108Z
20494126819	ASOCIACION DE PRODUCTORES AGROPECUARIOS RIO MAYO SHANAO	ASOCIACION	ACTIVO	HABIDO	SAN MARTIN	LAMAS	SHANAO			S3031206	2026-09-20T01:43:21.108Z
20494699690	ASOCIACION DE PRODUCTORES DE CACAO ECOLOGICO DE KIMBIRI - APROCEK	ASOCIACION	ACTIVO	HABIDO	CUSCO	LA CONVENCION	KIMBIRI	959149529	aprocekvraem@gmail.com	S2687914	2026-09-20T01:43:21.108Z
20494939160	ASOCIACION DE PRODUCTORES AGRICOLAS Y GANADEROS INTI RAYMI	ASOCIACION	BAJA DE OFICIO	HABIDO	AYACUCHO	VILCAS HUAMAN	VILCAS HUAMAN	066313966	chernestor@hotmail.com	S0753920	2026-09-20T01:43:21.108Z
20520081233	ASOCIACION DE VITIVINICULTORES DE MOQUEGUA 'AVIMO'	ASOCIACION	BAJA DE OFICIO	NO HABIDO	MOQUEGUA	MARISCAL NIETO	SAN ANTONIO	955614934	ineyp@yahoo.com	B1310119	2026-09-20T01:43:21.108Z
20525839690	ASOCIACION DE PRODUCTORES AGROPECUARIOS DE LA PROVINCIA DE MORROPON	ASOCIACION	ACTIVO	HABIDO	PIURA	MORROPON	MORROPON	360286	aspromor.org@gmail.com	S0797321	2026-09-20T01:43:21.108Z
20526179367	COOPERATIVA AGRARIA DE USUARIOS ASPRAOSRA LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PIURA	MORROPON	BUENOS AIRES	969275454	ASPRAOSRA@GMAIL.COM	B0969989	2026-09-20T01:43:21.108Z
20526888686	CENTRAL DE COMUNIDADES CAMPESINAS DE RANRACANCHA	ASOCIACION	SUSPENSION TEMPORAL	HABIDO	APURIMAC	CHINCHEROS	RANRACANCHA	941872477	JAANCONSULTORES2013@hotmail.com	B0005012	2026-09-20T01:43:21.108Z
20527492638	COMUNIDAD NATIVA SHIPETIARI	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	MADRE DE DIOS	MANU	MANU	972828349	mateo1augusto@hotmail.com	S1261443	2026-09-20T01:43:21.108Z
20527622434	ASOCIACION DE PRODUCTORES LACTEOS DE CUATRO LAGUNAS POMACANCHI	ASOCIACION	ACTIVO	HABIDO	CUSCO	ACOMAYO	POMACANCHI	930475649	aprolap123@hotmail.com	S0531649	2026-09-20T01:43:21.108Z
20528270434	ASOCIACION DE PRODUCTORES DE CAMU CAMU DE LAS CUENCAS AMAZONAS NAPO Y TIGRE	ASOCIACION	BAJA DE OFICIO	NO HABIDO	LORETO	MAYNAS	PUNCHANA	505205		S0523366	2026-09-20T01:43:21.108Z
20529095971	ASOCIACION DE PRODUCTORES AGROPECUARIOS NUEVA ALTERNATIVA PRODUCTIVA Y PROTECCION AMBIENTAL	ASOCIACION	ACTIVO	HABIDO	PASCO	DANIEL ALCIDES CARRION	YANAHUANCA	990664858	apronappa@hotmail.com	S1016692	2026-09-20T01:43:21.108Z
20529538988	COOPERATIVA DE SERVICIOS ESPECIALES REDES DE PRODUCTORES DE CUYES DEL CRISNEJAS	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	CAJAMARCA	CAJABAMBA	CONDEBAMBA	976036480	coopredescuysms@gmail.com	S1303675	2026-09-20T01:43:21.108Z
20531405723	COOPERATIVA DE SERVICIOS MULTIPLES ADISA NARANJOS	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	SAN MARTIN	RIOJA	PARDO MIGUEL	971191200	coop.adisa@gmail.com	S0203748	2026-09-20T01:43:21.108Z
20531441797	COOPERATIVA AGRARIA ALLIMA CACAO LTDA.	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	SAN MARTIN	SAN MARTIN	CHAZUTA	987055246	allimacacao@gmail.com	S2586900	2026-09-20T01:43:21.108Z
20532561397	COMUNIDAD CAMPESINA SAN LORENZO DE CHOJATA	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	MOQUEGUA	GENERAL SANCHEZ CERRO	CHOJATA	053838008	MAALDONADO_RCT@HOTMAIL.COM	S0575341	2026-09-20T01:43:21.108Z
20532737932	COMUNIDAD CAMPESINA DE ARUNTAYA	COMUNIDAD CAMPESINA, NATIVA	ACTIVO	HABIDO	MOQUEGUA	MARISCAL NIETO	CARUMAS			S1682833	2026-09-20T01:43:21.108Z
20534200952	ASOCIACION DE GANADEROS Y PRODUCTORES LACTEOS MUSUQ ALLPACHAKA	ASOCIACION	ACTIVO	HABIDO	AYACUCHO	HUAMANGA	CHIARA	969800976	MENESES_1703@HOTMAIL.COM	S0663846	2026-09-20T01:43:21.108Z
20534487801	ASOCIACION DE PRODUCTORES AGROINDUSTRIALES EMPRENDEDORES DE PUYUSCA - INCUYO	ASOCIACION	ACTIVO	HABIDO	AYACUCHO	PARINACOCHAS	PUYUSCA	961627761	carlos.camus@caritas.org.pe	S0717137	2026-09-20T01:43:21.108Z
20534598620	ASOCIACION DE PRODUCTORES AGROPECUARIOS ORGANICOS DE OMAYA	ASOCIACION	BAJA DE OFICIO	NO HABIDO	CUSCO	LA CONVENCION	PICHARI	981620580	ing.ciromar@hotmail.com	S0740404	2026-09-20T01:43:21.108Z
20541732706	SERVICIO PARA EL DESARROLLO INTEGRAL RURAL	ASOCIACION	ACTIVO	HABIDO	ANCASH	SANTA	MORO			S2474132	2026-09-20T01:43:21.108Z
20542251990	ASOCIACION DE MUJERES EMPRENDEDORAS DE NUEVO PROGRESO	ASOCIACION	ACTIVO	HABIDO	SAN MARTIN	TOCACHE	NUEVO PROGRESO			S0824999	2026-09-20T01:43:21.108Z
20542813742	ASOCIACION COMUNIDAD AGRARIA ARCA PACAHUARA	ASOCIACION	BAJA DE OFICIO	HABIDO	MADRE DE DIOS	TAHUAMANU	IBERIA	982986002	meesgo3008@yahoo.com.co	S0761487	2026-09-20T01:43:21.108Z
20542825163	COOPERATIVA AGRARIA CACAO FINO AGROBOSQUE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	MADRE DE DIOS	TAMBOPATA	INAMBARI	959329872	cooperativagrobosque@gmail.com	S1629618	2026-09-20T01:43:21.108Z
20558183552	COOPERATIVA AGRARIA DE SERVICIOS ALPAQUEROS YURAC QORI TISCO - COOPASAY TISCO	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AREQUIPA	CAYLLOMA	TISCO	957843835	sassy0206@gmail.com	S2346500	2026-09-20T01:43:21.108Z
20561140091	COOPERATIVA AGRARIA ECOLOGICA CAFETALERA DE LONYA GRANDE	COOPERATIVAS, SAIS, CAPS	SUSPENSION TEMPORAL	HABIDO	AMAZONAS	UTCUBAMBA	LONYA GRANDE			S1739327	2026-09-20T01:43:21.108Z
20568071281	COOPERATIVA AGRARIA CAFETALERA CEPRO YANESHA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PASCO	OXAPAMPA	VILLA RICA	063465073	cepro-yanesha@hotmail.com	S1508539	2026-09-20T01:43:21.108Z
20568190450	COOPERATIVA AGRARIA KEMITO ENE LTDA. - KEMITO ENE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	JUNIN	SATIPO	SATIPO	064545670	ASHANINKARIOENE@YAHOO.ES	S1041022	2026-09-20T01:43:21.108Z
20568194951	ASOCIACION DE PRODUCTORES AGROSOSTENIBLES VILLA ECOLOGICA PERU	ASOCIACION	ACTIVO	HABIDO	JUNIN	SATIPO	PANGOA	64 634079	apsosgerente@gmail.com	S1433366	2026-09-20T01:43:21.108Z
20568246188	ASOCIACION DE PRODUCTORES AGROPECUARIOS BOJACI DEL DISTRITO DE SINCOS - A.P.A. BOJACI - SINCOS	ASOCIACION	BAJA PROV. POR OFICIO	HABIDO	JUNIN	JAUJA	SINCOS	977794795	JOSYVAMANCAS@GMAIL.COM	S1214779	2026-09-20T01:43:21.108Z
20568549083	COOPERATIVA AGRARIA INDUSTRIAL APASC SANCORE-PALCAZU LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	PASCO	OXAPAMPA	PALCAZU	989051612	APSC.SANCORE@GMAIL.COM	S1285193	2026-09-20T01:43:21.108Z
20568720866	ASOCIACION UNION POMAVILCA	ASOCIACION	ACTIVO	HABIDO	HUANCAVELICA	ACOBAMBA	ACOBAMBA	931322574	unionpomavilca@gmail.com	S0996264	2026-09-20T01:43:21.108Z
20568962282	ASOCIACIÓN DE PRODUCTORES CENTRO COFFEE	ASOCIACION	SUSPENSION TEMPORAL	HABIDO	JUNIN	CHANCHAMAYO	PICHANAQUI			S1070352	2026-09-20T01:43:21.108Z
20572190251	CENTRAL DE COOPERATIVAS AGRARIAS CACAO AROMA DE TOCACHE LTDA. (CECAT)	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	SAN MARTIN	TOCACHE	TOCACHE			S1215024	2026-09-20T01:43:21.108Z
20573138202	ASOCIACION DE PRODUCTORES AGROPECUARIOS Y FORESTALES EL ALVA DE BARTOLOME-CUCHARA	ASOCIACION	BAJA DE OFICIO	NO HABIDO	HUANUCO	LEONCIO PRADO	RUPA-RUPA	062-962262426	diagui02@hotmail.com	B0339905	2026-09-20T01:43:21.108Z
20574602450	COOPERATIVA AGRARIA FRUTOS DEL ANDE	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AYACUCHO	HUAMANGA	AYACUCHO	956885290	ADMFRUTOSDELANDE@gmail.com	S1828755	2026-09-20T01:43:21.108Z
20574683867	ASOCIACION DE PRODUCTORES DE PALTA VALLE TOROBAMBA	ASOCIACION	BAJA DE OFICIO	NO HABIDO	AYACUCHO	HUAMANGA	SAN JUAN BAUTISTA	995404030	gpg1956@hotmail.com	S0806241	2026-09-20T01:43:21.108Z
20600001109	COOPERATIVA AGRARIA CAFETALERA PRODUCTORA COMERCIAL EXPORTADORA CAFE ANDES AMAZONICOS LTDA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	AMAZONAS	UTCUBAMBA	LONYA GRANDE	973303528	cacPROCECAM@GMAIL.COM	S1590192	2026-09-20T01:43:21.108Z
20600029887	COOPERATIVA AGRARIA INTEGRAL LUZ DE LA ESPERANZA	COOPERATIVAS, SAIS, CAPS	ACTIVO	HABIDO	LORETO	MARISCAL RAMON CASTILLA	RAMON CASTILLA			S2575552	2026-09-20T01:43:21.108Z
